Ad_ID,Ad_Copy,Account_Age_Days,Historical_Flags,FailedAdGroupFraudRule
AD-202600701,"Standard household kitchen blender. 3 speeds, stainless steel blades.",252,0,0
AD-202600702,"Standard household kitchen blender. 3 speeds, stainless steel blades.",64,1,0
AD-202600703,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,164,0,102
AD-202600704,Affordable life insurance policies for families. Get a free quote today.,164,0,0
AD-202600705,Earn standard rewards points back on everyday grocery purchases with our card.,13,0,0
AD-202600706,"Standard household kitchen blender. 3 speeds, stainless steel blades.",678,1,0
AD-202600707,Earn standard rewards points back on everyday grocery purchases with our card.,444,1,0
AD-202600708,"Standard household kitchen blender. 3 speeds, stainless steel blades.",618,0,0
AD-202600709,"Standard household kitchen blender. 3 speeds, stainless steel blades.",290,0,0
AD-202600710,Earn standard rewards points back on everyday grocery purchases with our card.,201,1,0
AD-202600711,Click here to see a shocking viral video! WARNING: explicit details inside.,220,5,103
AD-202600712,"Standard household kitchen blender. 3 speeds, stainless steel blades.",703,1,0
AD-202600713,"Standard household kitchen blender. 3 speeds, stainless steel blades.",296,0,0
AD-202600714,"Standard household kitchen blender. 3 speeds, stainless steel blades.",80,1,0
AD-202600715,Affordable life insurance policies for families. Get a free quote today.,616,1,0
AD-202600716,Affordable life insurance policies for families. Get a free quote today.,22,0,0
AD-202600717,Affordable life insurance policies for families. Get a free quote today.,95,1,0
AD-202600718,"Standard household kitchen blender. 3 speeds, stainless steel blades.",509,1,0
AD-202600719,"Standard household kitchen blender. 3 speeds, stainless steel blades.",107,0,0
AD-202600720,"Standard household kitchen blender. 3 speeds, stainless steel blades.",464,1,0
AD-202600721,"Standard household kitchen blender. 3 speeds, stainless steel blades.",267,1,0
AD-202600722,"Standard household kitchen blender. 3 speeds, stainless steel blades.",59,1,0
AD-202600723,"Standard household kitchen blender. 3 speeds, stainless steel blades.",104,1,0
AD-202600724,Click here to see a shocking viral video! WARNING: explicit details inside.,301,1,103
AD-202600725,"Standard household kitchen blender. 3 speeds, stainless steel blades.",146,1,0
AD-202600726,"Standard household kitchen blender. 3 speeds, stainless steel blades.",284,0,0
AD-202600727,Get rich quick! Earn $5000/day from home with zero risk. Register now!,657,4,101
AD-202600728,"Standard household kitchen blender. 3 speeds, stainless steel blades.",506,0,0
AD-202600729,"Standard household kitchen blender. 3 speeds, stainless steel blades.",195,0,0
AD-202600730,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,450,5,102
AD-202600731,Affordable life insurance policies for families. Get a free quote today.,474,1,0
AD-202600732,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,650,1,102
AD-202600733,Affordable life insurance policies for families. Get a free quote today.,303,1,0
AD-202600734,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,649,5,102
AD-202600735,"Standard household kitchen blender. 3 speeds, stainless steel blades.",530,0,0
AD-202600736,Earn standard rewards points back on everyday grocery purchases with our card.,643,1,0
AD-202600737,Earn standard rewards points back on everyday grocery purchases with our card.,242,1,0
AD-202600738,Affordable life insurance policies for families. Get a free quote today.,273,1,0
AD-202600739,Earn standard rewards points back on everyday grocery purchases with our card.,483,1,0
AD-202600740,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,628,2,102
AD-202600741,Earn standard rewards points back on everyday grocery purchases with our card.,265,1,0
AD-202600742,"Standard household kitchen blender. 3 speeds, stainless steel blades.",333,1,0
AD-202600743,"Standard household kitchen blender. 3 speeds, stainless steel blades.",496,1,0
AD-202600744,Get rich quick! Earn $5000/day from home with zero risk. Register now!,723,1,101
AD-202600745,Earn standard rewards points back on everyday grocery purchases with our card.,573,1,0
AD-202600746,"Standard household kitchen blender. 3 speeds, stainless steel blades.",18,0,0
AD-202600747,Affordable life insurance policies for families. Get a free quote today.,388,0,0
AD-202600748,Earn standard rewards points back on everyday grocery purchases with our card.,228,0,0
AD-202600749,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,229,0,102
AD-202600750,Get rich quick! Earn $5000/day from home with zero risk. Register now!,474,1,101
AD-202600751,Affordable life insurance policies for families. Get a free quote today.,202,1,0
AD-202600752,Earn standard rewards points back on everyday grocery purchases with our card.,317,1,0
AD-202600753,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,76,1,102
AD-202600754,Earn standard rewards points back on everyday grocery purchases with our card.,84,0,0
AD-202600755,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,548,0,102
AD-202600756,Earn standard rewards points back on everyday grocery purchases with our card.,186,0,0
AD-202600757,Affordable life insurance policies for families. Get a free quote today.,247,1,0
AD-202600758,Affordable life insurance policies for families. Get a free quote today.,397,1,0
AD-202600759,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,729,3,102
AD-202600760,Earn standard rewards points back on everyday grocery purchases with our card.,643,0,0
AD-202600761,"Standard household kitchen blender. 3 speeds, stainless steel blades.",134,1,0
AD-202600762,"Standard household kitchen blender. 3 speeds, stainless steel blades.",5,0,0
AD-202600763,"Standard household kitchen blender. 3 speeds, stainless steel blades.",401,1,0
AD-202600764,Click here to see a shocking viral video! WARNING: explicit details inside.,255,1,103
AD-202600765,Affordable life insurance policies for families. Get a free quote today.,365,1,0
AD-202600766,Click here to see a shocking viral video! WARNING: explicit details inside.,559,0,103
AD-202600767,Click here to see a shocking viral video! WARNING: explicit details inside.,160,3,103
AD-202600768,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,397,5,102
AD-202600769,Click here to see a shocking viral video! WARNING: explicit details inside.,219,2,103
AD-202600770,Earn standard rewards points back on everyday grocery purchases with our card.,186,0,0
AD-202600771,Get rich quick! Earn $5000/day from home with zero risk. Register now!,67,2,101
AD-202600772,"Standard household kitchen blender. 3 speeds, stainless steel blades.",312,1,0
AD-202600773,"Standard household kitchen blender. 3 speeds, stainless steel blades.",724,1,0
AD-202600774,Click here to see a shocking viral video! WARNING: explicit details inside.,38,3,103
AD-202600775,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,236,3,102
AD-202600776,Get rich quick! Earn $5000/day from home with zero risk. Register now!,344,4,101
AD-202600777,Affordable life insurance policies for families. Get a free quote today.,170,0,0
AD-202600778,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,98,1,102
AD-202600779,Affordable life insurance policies for families. Get a free quote today.,200,1,0
AD-202600780,Affordable life insurance policies for families. Get a free quote today.,318,0,0
AD-202600781,Earn standard rewards points back on everyday grocery purchases with our card.,299,0,0
AD-202600782,"Standard household kitchen blender. 3 speeds, stainless steel blades.",642,0,0
AD-202600783,"Standard household kitchen blender. 3 speeds, stainless steel blades.",333,0,0
AD-202600784,Get rich quick! Earn $5000/day from home with zero risk. Register now!,66,5,101
AD-202600785,"Standard household kitchen blender. 3 speeds, stainless steel blades.",566,1,0
AD-202600786,Earn standard rewards points back on everyday grocery purchases with our card.,626,0,0
AD-202600787,"Standard household kitchen blender. 3 speeds, stainless steel blades.",343,0,0
AD-202600788,Earn standard rewards points back on everyday grocery purchases with our card.,261,1,0
AD-202600789,Get rich quick! Earn $5000/day from home with zero risk. Register now!,35,3,101
AD-202600790,Click here to see a shocking viral video! WARNING: explicit details inside.,92,1,103
AD-202600791,Affordable life insurance policies for families. Get a free quote today.,287,0,0
AD-202600792,"Standard household kitchen blender. 3 speeds, stainless steel blades.",27,0,0
AD-202600793,Earn standard rewards points back on everyday grocery purchases with our card.,618,1,0
AD-202600794,"Standard household kitchen blender. 3 speeds, stainless steel blades.",32,0,0
AD-202600795,Affordable life insurance policies for families. Get a free quote today.,547,1,0
AD-202600796,Get rich quick! Earn $5000/day from home with zero risk. Register now!,77,3,101
AD-202600797,Affordable life insurance policies for families. Get a free quote today.,728,0,0
AD-202600798,Affordable life insurance policies for families. Get a free quote today.,297,1,0
AD-202600799,"Standard household kitchen blender. 3 speeds, stainless steel blades.",80,1,0
AD-202600800,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,160,1,102
AD-202600801,Earn standard rewards points back on everyday grocery purchases with our card.,32,1,0
AD-202600802,"Standard household kitchen blender. 3 speeds, stainless steel blades.",652,1,0
AD-202600803,Earn standard rewards points back on everyday grocery purchases with our card.,681,0,0
AD-202600804,Affordable life insurance policies for families. Get a free quote today.,424,0,0
AD-202600805,"Standard household kitchen blender. 3 speeds, stainless steel blades.",213,1,0
AD-202600806,Earn standard rewards points back on everyday grocery purchases with our card.,360,1,0
AD-202600807,"Standard household kitchen blender. 3 speeds, stainless steel blades.",495,1,0
AD-202600808,Affordable life insurance policies for families. Get a free quote today.,698,1,0
AD-202600809,Affordable life insurance policies for families. Get a free quote today.,725,0,0
AD-202600810,"Standard household kitchen blender. 3 speeds, stainless steel blades.",11,1,0
AD-202600811,Get rich quick! Earn $5000/day from home with zero risk. Register now!,363,2,101
AD-202600812,Affordable life insurance policies for families. Get a free quote today.,599,0,0
AD-202600813,Earn standard rewards points back on everyday grocery purchases with our card.,181,0,0
AD-202600814,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,603,4,102
AD-202600815,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,674,4,102
AD-202600816,Click here to see a shocking viral video! WARNING: explicit details inside.,15,3,103
AD-202600817,Get rich quick! Earn $5000/day from home with zero risk. Register now!,471,0,101
AD-202600818,"Standard household kitchen blender. 3 speeds, stainless steel blades.",705,1,0
AD-202600819,Get rich quick! Earn $5000/day from home with zero risk. Register now!,586,1,101
AD-202600820,Affordable life insurance policies for families. Get a free quote today.,5,1,0
AD-202600821,Earn standard rewards points back on everyday grocery purchases with our card.,255,0,0
AD-202600822,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,226,0,102
AD-202600823,Get rich quick! Earn $5000/day from home with zero risk. Register now!,654,3,101
AD-202600824,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,334,5,102
AD-202600825,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,699,3,102
AD-202600826,"Standard household kitchen blender. 3 speeds, stainless steel blades.",536,1,0
AD-202600827,"Standard household kitchen blender. 3 speeds, stainless steel blades.",203,1,0
AD-202600828,"Standard household kitchen blender. 3 speeds, stainless steel blades.",81,0,0
AD-202600829,Earn standard rewards points back on everyday grocery purchases with our card.,169,0,0
AD-202600830,"Standard household kitchen blender. 3 speeds, stainless steel blades.",698,1,0
AD-202600831,Earn standard rewards points back on everyday grocery purchases with our card.,157,0,0
AD-202600832,Affordable life insurance policies for families. Get a free quote today.,357,0,0
AD-202600833,Affordable life insurance policies for families. Get a free quote today.,108,0,0
AD-202600834,Affordable life insurance policies for families. Get a free quote today.,501,1,0
AD-202600835,Click here to see a shocking viral video! WARNING: explicit details inside.,475,5,103
AD-202600836,"Standard household kitchen blender. 3 speeds, stainless steel blades.",578,0,0
AD-202600837,Earn standard rewards points back on everyday grocery purchases with our card.,614,0,0
AD-202600838,"Standard household kitchen blender. 3 speeds, stainless steel blades.",529,0,0
AD-202600839,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,588,5,102
AD-202600840,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,592,2,102
AD-202600841,Affordable life insurance policies for families. Get a free quote today.,571,0,0
AD-202600842,Earn standard rewards points back on everyday grocery purchases with our card.,560,0,0
AD-202600843,"Standard household kitchen blender. 3 speeds, stainless steel blades.",115,0,0
AD-202600844,Click here to see a shocking viral video! WARNING: explicit details inside.,385,1,103
AD-202600845,"Standard household kitchen blender. 3 speeds, stainless steel blades.",693,0,0
AD-202600846,"Standard household kitchen blender. 3 speeds, stainless steel blades.",465,1,0
AD-202600847,Get rich quick! Earn $5000/day from home with zero risk. Register now!,669,4,101
AD-202600848,Affordable life insurance policies for families. Get a free quote today.,602,0,0
AD-202600849,"Standard household kitchen blender. 3 speeds, stainless steel blades.",657,0,0
AD-202600850,"Standard household kitchen blender. 3 speeds, stainless steel blades.",341,0,0
AD-202600851,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,249,4,102
AD-202600852,"Standard household kitchen blender. 3 speeds, stainless steel blades.",219,1,0
AD-202600853,Affordable life insurance policies for families. Get a free quote today.,645,1,0
AD-202600854,Affordable life insurance policies for families. Get a free quote today.,439,1,0
AD-202600855,Get rich quick! Earn $5000/day from home with zero risk. Register now!,343,1,101
AD-202600856,Affordable life insurance policies for families. Get a free quote today.,156,1,0
AD-202600857,Affordable life insurance policies for families. Get a free quote today.,179,0,0
AD-202600858,"Standard household kitchen blender. 3 speeds, stainless steel blades.",7,0,0
AD-202600859,"Standard household kitchen blender. 3 speeds, stainless steel blades.",685,1,0
AD-202600860,"Standard household kitchen blender. 3 speeds, stainless steel blades.",602,1,0
AD-202600861,"Standard household kitchen blender. 3 speeds, stainless steel blades.",527,0,0
AD-202600862,"Standard household kitchen blender. 3 speeds, stainless steel blades.",507,0,0
AD-202600863,"Standard household kitchen blender. 3 speeds, stainless steel blades.",455,0,0
AD-202600864,"Standard household kitchen blender. 3 speeds, stainless steel blades.",256,1,0
AD-202600865,"Standard household kitchen blender. 3 speeds, stainless steel blades.",503,1,0
AD-202600866,"Standard household kitchen blender. 3 speeds, stainless steel blades.",689,0,0
AD-202600867,"Standard household kitchen blender. 3 speeds, stainless steel blades.",675,1,0
AD-202600868,Earn standard rewards points back on everyday grocery purchases with our card.,545,0,0
AD-202600869,Affordable life insurance policies for families. Get a free quote today.,512,0,0
AD-202600870,Click here to see a shocking viral video! WARNING: explicit details inside.,174,2,103
AD-202600871,Get rich quick! Earn $5000/day from home with zero risk. Register now!,223,0,101
AD-202600872,Affordable life insurance policies for families. Get a free quote today.,612,1,0
AD-202600873,"Standard household kitchen blender. 3 speeds, stainless steel blades.",83,0,0
AD-202600874,"Standard household kitchen blender. 3 speeds, stainless steel blades.",516,0,0
AD-202600875,"Standard household kitchen blender. 3 speeds, stainless steel blades.",510,1,0
AD-202600876,Get rich quick! Earn $5000/day from home with zero risk. Register now!,27,1,101
AD-202600877,Affordable life insurance policies for families. Get a free quote today.,134,0,0
AD-202600878,"Standard household kitchen blender. 3 speeds, stainless steel blades.",170,1,0
AD-202600879,Get rich quick! Earn $5000/day from home with zero risk. Register now!,597,1,101
AD-202600880,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,544,1,102
AD-202600881,"Standard household kitchen blender. 3 speeds, stainless steel blades.",578,1,0
AD-202600882,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,218,4,102
AD-202600883,Earn standard rewards points back on everyday grocery purchases with our card.,722,0,0
AD-202600884,Earn standard rewards points back on everyday grocery purchases with our card.,639,0,0
AD-202600885,Click here to see a shocking viral video! WARNING: explicit details inside.,626,0,103
AD-202600886,Get rich quick! Earn $5000/day from home with zero risk. Register now!,207,3,101
AD-202600887,Earn standard rewards points back on everyday grocery purchases with our card.,546,0,0
AD-202600888,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,13,3,102
AD-202600889,"Standard household kitchen blender. 3 speeds, stainless steel blades.",722,0,0
AD-202600890,Click here to see a shocking viral video! WARNING: explicit details inside.,495,3,103
AD-202600891,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,314,3,102
AD-202600892,"Standard household kitchen blender. 3 speeds, stainless steel blades.",579,0,0
AD-202600893,Affordable life insurance policies for families. Get a free quote today.,72,1,0
AD-202600894,Earn standard rewards points back on everyday grocery purchases with our card.,147,0,0
AD-202600895,Earn standard rewards points back on everyday grocery purchases with our card.,216,0,0
AD-202600896,"Standard household kitchen blender. 3 speeds, stainless steel blades.",640,1,0
AD-202600897,Earn standard rewards points back on everyday grocery purchases with our card.,444,1,0
AD-202600898,Affordable life insurance policies for families. Get a free quote today.,506,0,0
AD-202600899,Get rich quick! Earn $5000/day from home with zero risk. Register now!,6,1,101
AD-202600900,Affordable life insurance policies for families. Get a free quote today.,506,1,0
AD-202600901,Earn standard rewards points back on everyday grocery purchases with our card.,269,0,0
AD-202600902,"Standard household kitchen blender. 3 speeds, stainless steel blades.",727,1,0
AD-202600903,Get rich quick! Earn $5000/day from home with zero risk. Register now!,705,5,101
AD-202600904,Earn standard rewards points back on everyday grocery purchases with our card.,369,0,0
AD-202600905,"Standard household kitchen blender. 3 speeds, stainless steel blades.",181,0,0
AD-202600906,Click here to see a shocking viral video! WARNING: explicit details inside.,603,2,103
AD-202600907,Get rich quick! Earn $5000/day from home with zero risk. Register now!,282,0,101
AD-202600908,"Standard household kitchen blender. 3 speeds, stainless steel blades.",32,0,0
AD-202600909,Get rich quick! Earn $5000/day from home with zero risk. Register now!,400,0,101
AD-202600910,"Standard household kitchen blender. 3 speeds, stainless steel blades.",400,1,0
AD-202600911,Earn standard rewards points back on everyday grocery purchases with our card.,650,0,0
AD-202600912,Get rich quick! Earn $5000/day from home with zero risk. Register now!,416,2,101
AD-202600913,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,260,3,102
AD-202600914,Earn standard rewards points back on everyday grocery purchases with our card.,54,1,0
AD-202600915,Get rich quick! Earn $5000/day from home with zero risk. Register now!,167,1,101
AD-202600916,Get rich quick! Earn $5000/day from home with zero risk. Register now!,584,0,101
AD-202600917,"Standard household kitchen blender. 3 speeds, stainless steel blades.",30,1,0
AD-202600918,Affordable life insurance policies for families. Get a free quote today.,90,0,0
AD-202600919,Affordable life insurance policies for families. Get a free quote today.,64,0,0
AD-202600920,Click here to see a shocking viral video! WARNING: explicit details inside.,425,2,103
AD-202600921,Affordable life insurance policies for families. Get a free quote today.,591,1,0
AD-202600922,"Standard household kitchen blender. 3 speeds, stainless steel blades.",170,1,0
AD-202600923,Click here to see a shocking viral video! WARNING: explicit details inside.,274,3,103
AD-202600924,"Standard household kitchen blender. 3 speeds, stainless steel blades.",360,0,0
AD-202600925,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,381,0,102
AD-202600926,"Standard household kitchen blender. 3 speeds, stainless steel blades.",170,0,0
AD-202600927,Earn standard rewards points back on everyday grocery purchases with our card.,205,0,0
AD-202600928,Earn standard rewards points back on everyday grocery purchases with our card.,515,1,0
AD-202600929,"Standard household kitchen blender. 3 speeds, stainless steel blades.",114,1,0
AD-202600930,Affordable life insurance policies for families. Get a free quote today.,71,0,0
AD-202600931,Earn standard rewards points back on everyday grocery purchases with our card.,107,1,0
AD-202600932,Affordable life insurance policies for families. Get a free quote today.,166,0,0
AD-202600933,Get rich quick! Earn $5000/day from home with zero risk. Register now!,567,4,101
AD-202600934,"Standard household kitchen blender. 3 speeds, stainless steel blades.",200,0,0
AD-202600935,Affordable life insurance policies for families. Get a free quote today.,565,1,0
AD-202600936,Affordable life insurance policies for families. Get a free quote today.,599,0,0
AD-202600937,"Standard household kitchen blender. 3 speeds, stainless steel blades.",650,0,0
AD-202600938,Get rich quick! Earn $5000/day from home with zero risk. Register now!,411,5,101
AD-202600939,Affordable life insurance policies for families. Get a free quote today.,108,0,0
AD-202600940,"Standard household kitchen blender. 3 speeds, stainless steel blades.",586,1,0
AD-202600941,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,604,1,102
AD-202600942,Earn standard rewards points back on everyday grocery purchases with our card.,544,0,0
AD-202600943,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,190,0,102
AD-202600944,Get rich quick! Earn $5000/day from home with zero risk. Register now!,136,5,101
AD-202600945,Earn standard rewards points back on everyday grocery purchases with our card.,639,0,0
AD-202600946,Earn standard rewards points back on everyday grocery purchases with our card.,422,1,0
AD-202600947,Get rich quick! Earn $5000/day from home with zero risk. Register now!,132,1,101
AD-202600948,"Standard household kitchen blender. 3 speeds, stainless steel blades.",637,1,0
AD-202600949,Earn standard rewards points back on everyday grocery purchases with our card.,646,1,0
AD-202600950,Earn standard rewards points back on everyday grocery purchases with our card.,110,0,0
AD-202600951,"Standard household kitchen blender. 3 speeds, stainless steel blades.",67,1,0
AD-202600952,"Standard household kitchen blender. 3 speeds, stainless steel blades.",143,0,0
AD-202600953,Earn standard rewards points back on everyday grocery purchases with our card.,721,0,0
AD-202600954,Affordable life insurance policies for families. Get a free quote today.,138,0,0
AD-202600955,Get rich quick! Earn $5000/day from home with zero risk. Register now!,267,4,101
AD-202600956,Earn standard rewards points back on everyday grocery purchases with our card.,201,1,0
AD-202600957,Get rich quick! Earn $5000/day from home with zero risk. Register now!,690,4,101
AD-202600958,Earn standard rewards points back on everyday grocery purchases with our card.,404,0,0
AD-202600959,"Standard household kitchen blender. 3 speeds, stainless steel blades.",94,1,0
AD-202600960,"Standard household kitchen blender. 3 speeds, stainless steel blades.",659,0,0
AD-202600961,"Standard household kitchen blender. 3 speeds, stainless steel blades.",194,1,0
AD-202600962,"Standard household kitchen blender. 3 speeds, stainless steel blades.",193,1,0
AD-202600963,"Standard household kitchen blender. 3 speeds, stainless steel blades.",14,0,0
AD-202600964,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,547,3,102
AD-202600965,Affordable life insurance policies for families. Get a free quote today.,520,1,0
AD-202600966,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,539,5,102
AD-202600967,"Standard household kitchen blender. 3 speeds, stainless steel blades.",14,0,0
AD-202600968,"Standard household kitchen blender. 3 speeds, stainless steel blades.",292,1,0
AD-202600969,"Standard household kitchen blender. 3 speeds, stainless steel blades.",710,0,0
AD-202600970,Affordable life insurance policies for families. Get a free quote today.,207,0,0
AD-202600971,Earn standard rewards points back on everyday grocery purchases with our card.,144,0,0
AD-202600972,"Standard household kitchen blender. 3 speeds, stainless steel blades.",482,0,0
AD-202600973,Earn standard rewards points back on everyday grocery purchases with our card.,279,1,0
AD-202600974,"Standard household kitchen blender. 3 speeds, stainless steel blades.",352,0,0
AD-202600975,"Standard household kitchen blender. 3 speeds, stainless steel blades.",352,0,0
AD-202600976,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,431,5,102
AD-202600977,Click here to see a shocking viral video! WARNING: explicit details inside.,575,0,103
AD-202600978,Affordable life insurance policies for families. Get a free quote today.,620,1,0
AD-202600979,Affordable life insurance policies for families. Get a free quote today.,203,1,0
AD-202600980,"Standard household kitchen blender. 3 speeds, stainless steel blades.",386,1,0
AD-202600981,Get rich quick! Earn $5000/day from home with zero risk. Register now!,172,1,101
AD-202600982,Earn standard rewards points back on everyday grocery purchases with our card.,533,0,0
AD-202600983,"Standard household kitchen blender. 3 speeds, stainless steel blades.",209,1,0
AD-202600984,Affordable life insurance policies for families. Get a free quote today.,531,1,0
AD-202600985,"Standard household kitchen blender. 3 speeds, stainless steel blades.",676,1,0
AD-202600986,Earn standard rewards points back on everyday grocery purchases with our card.,17,1,0
AD-202600987,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,104,1,102
AD-202600988,Get rich quick! Earn $5000/day from home with zero risk. Register now!,242,0,101
AD-202600989,Earn standard rewards points back on everyday grocery purchases with our card.,159,0,0
AD-202600990,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,285,5,102
AD-202600991,Click here to see a shocking viral video! WARNING: explicit details inside.,124,0,103
AD-202600992,Get rich quick! Earn $5000/day from home with zero risk. Register now!,516,4,101
AD-202600993,Earn standard rewards points back on everyday grocery purchases with our card.,103,0,0
AD-202600994,Earn standard rewards points back on everyday grocery purchases with our card.,432,0,0
AD-202600995,"Standard household kitchen blender. 3 speeds, stainless steel blades.",678,0,0
AD-202600996,Affordable life insurance policies for families. Get a free quote today.,480,1,0
AD-202600997,"Standard household kitchen blender. 3 speeds, stainless steel blades.",242,0,0
AD-202600998,Affordable life insurance policies for families. Get a free quote today.,646,1,0
AD-202600999,Earn standard rewards points back on everyday grocery purchases with our card.,518,0,0
AD-202601000,Buy high-quality weight loss pills. Melt 20lbs in 48 hours guaranteed!,250,1,102
AD-202601001,"Unlock your financial FR€€D0M! 🚀 Discover the 'secret' to 10X your 'digital h0ldings' 📈 overnight. No experience needed, just a 'small initial c0ntribution'. DM 'me' now for 'exclusive acc€ss'!",15,1,101
AD-202601002,Unlock 'passive' incom3 w/ our 'special' digital 'g@ins' program. 📈 100% 'guaranteed' returns! Ask me how to 'multiply' your 'funds'.,15,0,101
AD-202601003,"Unlock your future with our s€cret wealth formula! Guaranteed returns, no risk. Limited spots for financial freedom seekers. DM for info.",4,2,101
AD-202601004,Unlock your 'p_0tential' with 'd_gital ass_ets'. High 'r_turns' from our 's_mart c0ntracts'. Join now!,12,0,101
AD-202601005,Unlock your financial 'fr33dom' with our 'guaranteed' returns. Invest in 'd!g!tal' assets today! 'DM for details' on 'pr0m!sing' ventures.,1,0,101
AD-202601006,Unlock ur 'finan_cial' potential with our 'exclu$ive' 'investm3nt' opportunities. $tart earn!ng t0day!,14,1,101
AD-202601007,Unl0ck your p_otential! Our 'Digital Growth Pr0gram' offers 500% returns in w33ks. Don't miss this exclusive 0pportunity.,4,0,101
AD-202601008,Unlock your d1gital p0tential! Discover 'passive earn1ng' strategies and 'wealth accelerat0rs'. Limited-time offer for quick returns.,12,2,101
AD-202601009,Unlock your financial potential! Discover *alternative* wealth growth strategies. High-yield *digital asset* opportunities. DM for *exclusive* details.,13,1,101
